id,field,get_pv,set_pv,enable_pv,enable_value
620,b0,SR-PC-DIPOL-01:I,SR-PC-DIPOL-01:SETI,,
622,b1,SR07A-PC-Q2AB-04:I,SR07A-PC-Q2AB-04:SETI,,
624,x,SR07C-DI-EBPM-03:SA:X,,SR07C-DI-EBPM-03:CF:ENABLED_S,1
624,y,SR07C-DI-EBPM-03:SA:Y,,SR07C-DI-EBPM-03:CF:ENABLED_S,1
627,b2,SR07A-PC-S2A-03:I,SR07A-PC-S2A-03:SETI,,
627,b0,SR07A-PC-HSTR-03:I,SR07A-PC-HSTR-03:SETI,,
627,a0,SR07A-PC-VSTR-03:I,SR07A-PC-VSTR-03:SETI,,
630,b1,SR07A-PC-Q1AB-05:I,SR07A-PC-Q1AB-05:SETI,,
632,x,SR07C-DI-EBPM-04:SA:X,,SR07C-DI-EBPM-04:CF:ENABLED_S,1
632,y,SR07C-DI-EBPM-04:SA:Y,,SR07C-DI-EBPM-04:CF:ENABLED_S,1
635,b2,SR07A-PC-S1A-04:I,SR07A-PC-S1A-04:SETI,,
635,b0,SR07A-PC-HSTR-04:I,SR07A-PC-HSTR-04:SETI,,
635,a0,SR07A-PC-VSTR-04:I,SR07A-PC-VSTR-04:SETI,,
638,b1,SR07A-PC-Q1AB-06:I,SR07A-PC-Q1AB-06:SETI,,
641,b2,SR07A-PC-S2A-05:I,SR07A-PC-S2A-05:SETI,,
641,b0,SR07A-PC-HSTR-05:I,SR07A-PC-HSTR-05:SETI,,
641,a0,SR07A-PC-VSTR-05:I,SR07A-PC-VSTR-05:SETI,,
644,b1,SR07A-PC-Q2AB-07:I,SR07A-PC-Q2AB-07:SETI,,
646,x,SR07C-DI-EBPM-05:SA:X,,SR07C-DI-EBPM-05:CF:ENABLED_S,1
646,y,SR07C-DI-EBPM-05:SA:Y,,SR07C-DI-EBPM-05:CF:ENABLED_S,1
649,b0,SR-PC-DIPOL-01:I,SR-PC-DIPOL-01:SETI,,
652,b2,SR07A-PC-S2B-06:I,SR07A-PC-S2B-06:SETI,,
652,b0,SR07A-PC-HSTR-06:I,SR07A-PC-HSTR-06:SETI,,
652,a0,SR07A-PC-VSTR-06:I,SR07A-PC-VSTR-06:SETI,,
655,b1,SR07A-PC-Q3B-08:I,SR07A-PC-Q3B-08:SETI,,
657,x,SR07C-DI-EBPM-06:SA:X,,SR07C-DI-EBPM-06:CF:ENABLED_S,1
657,y,SR07C-DI-EBPM-06:SA:Y,,SR07C-DI-EBPM-06:CF:ENABLED_S,1
659,b1,SR07A-PC-Q2B-09:I,SR07A-PC-Q2B-09:SETI,,
662,b2,SR07A-PC-S1B-07:I,SR07A-PC-S1B-07:SETI,,
662,b0,SR07A-PC-HSTR-07:I,SR07A-PC-HSTR-07:SETI,,
662,a0,SR07A-PC-VSTR-07:I,SR07A-PC-VSTR-07:SETI,,
665,b1,SR07A-PC-Q1B-10:I,SR07A-PC-Q1B-10:SETI,,
667,x,SR07C-DI-EBPM-07:SA:X,,SR07C-DI-EBPM-07:CF:ENABLED_S,1
667,y,SR07C-DI-EBPM-07:SA:Y,,SR07C-DI-EBPM-07:CF:ENABLED_S,1
681,x,SR08C-DI-EBPM-01:SA:X,,SR08C-DI-EBPM-01:CF:ENABLED_S,1
681,y,SR08C-DI-EBPM-01:SA:Y,,SR08C-DI-EBPM-01:CF:ENABLED_S,1
683,b1,SR08A-PC-Q1B-01:I,SR08A-PC-Q1B-01:SETI,,
686,b2,SR08A-PC-S1C-01:I,SR08A-PC-S1C-01:SETI,,
686,b0,SR08A-PC-HSTR-01:I,SR08A-PC-HSTR-01:SETI,,
686,a0,SR08A-PC-VSTR-01:I,SR08A-PC-VSTR-01:SETI,,
689,b1,SR08A-PC-Q2B-02:I,SR08A-PC-Q2B-02:SETI,,
691,b1,SR08A-PC-Q3B-03:I,SR08A-PC-Q3B-03:SETI,,
694,b2,SR08A-PC-S2C-02:I,SR08A-PC-S2C-02:SETI,,
694,b0,SR08A-PC-HSTR-02:I,SR08A-PC-HSTR-02:SETI,,
694,a0,SR08A-PC-VSTR-02:I,SR08A-PC-VSTR-02:SETI,,
697,x,SR08C-DI-EBPM-02:SA:X,,SR08C-DI-EBPM-02:CF:ENABLED_S,1
697,y,SR08C-DI-EBPM-02:SA:Y,,SR08C-DI-EBPM-02:CF:ENABLED_S,1
699,b0,SR-PC-DIPOL-01:I,SR-PC-DIPOL-01:SETI,,
701,b1,SR08A-PC-Q2AB-04:I,SR08A-PC-Q2AB-04:SETI,,
703,x,SR08C-DI-EBPM-03:SA:X,,SR08C-DI-EBPM-03:CF:ENABLED_S,1
703,y,SR08C-DI-EBPM-03:SA:Y,,SR08C-DI-EBPM-03:CF:ENABLED_S,1
706,b2,SR08A-PC-S2A-03:I,SR08A-PC-S2A-03:SETI,,
706,b0,SR08A-PC-HSTR-03:I,SR08A-PC-HSTR-03:SETI,,
706,a0,SR08A-PC-VSTR-03:I,SR08A-PC-VSTR-03:SETI,,
709,b1,SR08A-PC-Q1AB-05:I,SR08A-PC-Q1AB-05:SETI,,
711,x,SR08C-DI-EBPM-04:SA:X,,SR08C-DI-EBPM-04:CF:ENABLED_S,1
711,y,SR08C-DI-EBPM-04:SA:Y,,SR08C-DI-EBPM-04:CF:ENABLED_S,1
714,b2,SR08A-PC-S1A-04:I,SR08A-PC-S1A-04:SETI,,
714,b0,SR08A-PC-HSTR-04:I,SR08A-PC-HSTR-04:SETI,,
714,a0,SR08A-PC-VSTR-04:I,SR08A-PC-VSTR-04:SETI,,
717,b1,SR08A-PC-Q1AD-06:I,SR08A-PC-Q1AD-06:SETI,,
720,b2,SR08A-PC-S2A-05:I,SR08A-PC-S2A-05:SETI,,
720,b0,SR08A-PC-HSTR-05:I,SR08A-PC-HSTR-05:SETI,,
720,a0,SR08A-PC-VSTR-05:I,SR08A-PC-VSTR-05:SETI,,
723,b1,SR08A-PC-Q2AD-07:I,SR08A-PC-Q2AD-07:SETI,,
725,x,SR08C-DI-EBPM-05:SA:X,,SR08C-DI-EBPM-05:CF:ENABLED_S,1
725,y,SR08C-DI-EBPM-05:SA:Y,,SR08C-DI-EBPM-05:CF:ENABLED_S,1
727,b0,SR-PC-DIPOL-01:I,SR-PC-DIPOL-01:SETI,,
730,b2,SR08A-PC-S2D-06:I,SR08A-PC-S2D-06:SETI,,
730,b0,SR08A-PC-HSTR-06:I,SR08A-PC-HSTR-06:SETI,,
730,a0,SR08A-PC-VSTR-06:I,SR08A-PC-VSTR-06:SETI,,
733,b1,SR08A-PC-Q3D-08:I,SR08A-PC-Q3D-08:SETI,,
735,x,SR08C-DI-EBPM-06:SA:X,,SR08C-DI-EBPM-06:CF:ENABLED_S,1
735,y,SR08C-DI-EBPM-06:SA:Y,,SR08C-DI-EBPM-06:CF:ENABLED_S,1
737,b1,SR08A-PC-Q2D-09:I,SR08A-PC-Q2D-09:SETI,,
740,b2,SR08A-PC-S1D-07:I,SR08A-PC-S1D-07:SETI,,
740,b0,SR08A-PC-HSTR-07:I,SR08A-PC-HSTR-07:SETI,,
740,a0,SR08A-PC-VSTR-07:I,SR08A-PC-VSTR-07:SETI,,
743,b1,SR08A-PC-Q1D-10:I,SR08A-PC-Q1D-10:SETI,,
745,b1,SR08A-PC-QUADF-01:I,SR08A-PC-QUADF-01:SETI,,
751,x,SR08C-DI-EBPM-07:SA:X,,SR08C-DI-EBPM-07:CF:ENABLED_S,1
751,y,SR08C-DI-EBPM-07:SA:Y,,SR08C-DI-EBPM-07:CF:ENABLED_S,1
763,x,SR09S-DI-EBPM-01:SA:X,,SR09S-DI-EBPM-01:CF:ENABLED_S,1
763,y,SR09S-DI-EBPM-01:SA:Y,,SR09S-DI-EBPM-01:CF:ENABLED_S,1
764,b0,SR09S-PC-HSTR-01:I,SR09S-PC-HSTR-01:SETI,,
764,a0,SR09S-PC-VSTR-01:I,SR09S-PC-VSTR-01:SETI,,
770,b1,SR09S-PC-QUADD-02:I,SR09S-PC-QUADD-02:SETI,,
772,b1,SR09S-PC-QUADF-03:I,SR09S-PC-QUADF-03:SETI,,
